,comments,create_time,phone_type,user_id,user_name
250,恐婚恐孕的根本原因不是不相信爱情，而是太多陈旧的观念和规则对婚姻中的女性不利。过去的人最多只能了解到身边人不幸的婚姻，并将造成不幸的因素当成个例。但随着网络媒体的成长，我们有机会看到更多广泛存在的问题，但于此同时这些问题还看不到解决的苗头，所以说有不安是很正常的事情。,09-18,口袋缺米的小米,5642754016,观测者喵小怪
251,怎么说呢 就像抽奖你没中别人中了 不是没可能 只是几率太小了,09-18,iPhone,1904556935,等莲花开
252,渴望爱情啊，可是爱情又不是龙卷风说来就来，而且，人的性格不同，就算爱一个人我也不会从他身上提取温暖和安全感，自己强大才更重要,09-18,小米Note2 双曲面,2027769141,Miss金金金小喵
253,微博都是弱智  说的话能信？,09-18,三星T700,1496752941,宅男-社长
254,回复刘丫丫有糖呀呀呀生猴子,09-18,柔光自拍vivo X7,2242751440,任怡鸣
255,相信和能遇到是两码事 好嘛,09-18,🐝了的iPhone 7 Plus,5192855621,李易峰睡不到的女人
256,回复龙俊亨杀人了再见能被轻易影响的也只能说那个人本身就没主见吧 层主也只是陈述自己的观点而已 也不知到底是谁容易跳脚,09-18,iPhone 6,2018609193,苏甜仙
257,回复任怡鸣要是帅哥我就不恐婚，我愿意跟他生猴子,09-18,红米Note 3,5561527167,刘丫丫有糖呀呀呀
258,爱情和婚姻完全是两码事，为什么都年都要过完了还有人不懂这个道理？,09-18,荣耀6 Plus,1858516562,熙琦不是稀奇
259,相信并且遇到了 感恩,09-18,iPhone 7 Plus,1115626464,小考拉的美麻麻
260,回复ey可以说是相当扎心了老铁 ,09-18,iPhone客户端,2350656057,梦旅池浅
261,回复众生皆苦而你却是草莓味对呀，我和小姐妹就是，我恋爱结婚，她独身主义。偶尔也会互相羡慕，偶尔也会觉得对方那样不好。仔细想想也很有趣，就好像有人替我过了另一种人生，让我知道原来人生还有另一种可能。很好玩啊。,09-18,Weibo.intl,2710803633,我身後有尾巴_Fain
262,咸鱼为什么没有外卖,09-18,,1801594321,wjyiiiii_
263,回复栖水水热评第一扎心了,09-18,,1801594321,wjyiiiii_
264,回复你好像对山西人、职业学院有什么歧视？,09-18,iPhone 6s,5607981848,少有人懂的路
265,wjy,09-18,HUAWEI Mate 8,2282181780,栖水水
266,恐婚恐孕是相对于以前的盲目追求而言的。我们应该即内心抱有美好的希望，又要有抛下错误的人重新开始的勇气。爱情和婚姻只是生命的一部分，能遇到对的当然好，遇不到也可以过得很精彩。,09-18,iPhone 6s,1908754641,在被窝里暖暖的K
267,回复沙耶味儿奶茶闷闷,09-18,Weibo.intl,3040384014,Blackev
268,相信啊！只是不会期待发生在我身上罢了。,09-18,三星 Galaxy S7 Edge,2457606865,无敌小虾堡
269,回复仓鼠翕动的大鼻砸------是的是的，我上次说我觉得我结婚挺幸福的，她说你被洗脑了，你真悲哀。还说我跪舔男权。她还说孩子就是给男方生的。所以同意生孩子就是甘愿为奴隶……,09-18,iPhone 6 Plus,2607817985,歌小畅
270,只能说如果遇到对的人我当然愿意两个人在一起结婚生子，但是遇得到吗？遇不到的话我也可以自己活的很好，就是这样而已，没有绝对。,09-18,iPhone 6s Plus,5309064891,爱买小裙子的喵
271,我觉得都可以吧，选择单身或者结婚都行，自己开心就好……不过多上网络确实会有恐惧，网络上挂出来的几乎都是各种不幸，平常人幸福甜蜜的也不会拿出来说呀，所以网上那些看看就好了，不要影响自己的判断,09-18,iPhone 6s Plus,3985893541,研二forever小学妹
272,我相信啊，但是我可能一辈子都不会遇到吧,09-18,iPhone 7,2365887851,HiSuckers
273,一直相信爱情啊，但真爱不一定非要结婚吧？也不一定非要生孩子吧？,09-18,够快才畅快vivo X6,1569630233,_阿拉神灯
274,回复栗辞/我也不喜欢，不知道为啥有人会喜欢小孩,09-18,Weibo.intl,3157144162,兜里有糖糖糖糖糖糖
275,回复兜里有糖糖糖糖糖糖结婚不只是甜蜜的过日子，跟你抱怨过，下次你见到夫妻两个还不是有说有笑，别人家的事大家都只看个表面,09-18,前置双摄vivo X9,3215580155,哈喽悠米明天见
276,回复y/没错,09-18,前后2000万 OPPO R11,5864441794,I陈墨瞳I
277,微博里的你也信吗？都是说一套做一套哒～,09-18,iPhone 6s Plus,3084239037,占简_ZJ
278,我相信爱情，却不相信自己。,09-18,华为P9手机摄影再突破,3127447757,坂田柚子茶
279,刘丫丫有糖呀呀呀,09-18,柔光自拍vivo X7,2242751440,任怡鸣
280,回复奶茶少年营业中我也是，很喜欢一个人，更希望有自己独立的空间，还是一个人好，不用费心去讨好谁，不用担心被背叛,09-18,Weibo.intl,3157144162,兜里有糖糖糖糖糖糖
281,回复唯有更努力不负曾放弃一些观点如果不害人不害己，不损道德，无伤法律，那就坚持下去，不要因为微博上的导向怀疑自己，也不要渴求有人来同意自己，你的生活不需要别人的允许，恐婚恐孕，但祝福你获得美好的婚姻，佩服你愿意生孩子的勇气,09-18,iPhone 6s,5511536464,本微博无限期停用11234
282,回复哈喽悠米明天见我那些结了婚的姐姐们朋友们，没有一个没抱怨的，我感觉他们就只是在搭伙过日子而已,09-18,Weibo.intl,3157144162,兜里有糖糖糖糖糖糖
283,回复草莓日报女人需要关爱,09-18,荣耀手机 勇敢做自己,6350895525,修罗道336
284,最重要的是知道自己要什么，而不是别人告诉你要什么。不要盲从，过自己想要的生活就没错。,09-18,iPhone 7,1822270250,Junmmmeroc
285,回复草莓日报女人需要理解,09-18,荣耀手机 勇敢做自己,6350895525,修罗道336
286,回复樱桃味的鱼丸粗面赞同，你结你的婚，为啥非要改变别人的思想？,09-18,Weibo.intl,3157144162,兜里有糖糖糖糖糖糖
287,只能说大部分吐槽的人是因为过得不那么顺利了需要说出来会比较舒服，而比较幸福的人没有发出来让大家看到～其实没人的人生一帆风顺也没有人的人生是一直悲剧，日子自己过，看你怎么活,09-18,iPhone 7,1955260932,Lei_啊
288,回复众生皆苦而你却是草莓味说得好,09-18,,3612465594,Believe_jessi喵
289,你有你的价值观婚姻观 别人有别人的 人跟人想法不一样这很正常 做自居觉得对的事情就可以了 没必要非得取得旁人的认同,09-18,,2367485575,mini-tu
290,我相信有真爱可我不确定自己能不能遇到，我也就活这一生实在没有精力去应付一个自己不爱的人一生。,09-18,iPhone 5s,2782119093,Miyochin
291,我依然相信爱情，只是不相信自己会那么幸运可以拥有。,09-18,iPhone 6 Plus,2303204130,小Carol君
292,相信爱情也相信婚姻，在我身边就有个完美的例子，就是自己父母，我妈妈也是一位很独立的女性，独立不独立跟婚姻没有冲突，婚姻不意味依赖，不婚主义或者相夫教子都是自己的选择。属于自己的幸福家庭肯定存在的，但是茫茫人海中找到那个. t很难，但也不能因为很难就完全放弃，不去努力吧！,09-18,联想Moto Z,1870943792,ELIZA-HUI
293,五十年之后在座的各位再看现在，自然找得到答案,09-18,华为P9手机摄影再突破,2607368075,莫瑞_Momo只能云养猫
294,回复透叶而且这少数…………你想想你连转发抽奖都中不了，还想着你是少数人之一。怎么可能嘛,09-18,修修送我的iPhone 6s Plus,1823217727,Mika_透叶
295,有啊，我看小说看本看我爱的纸片人恩爱的时候，我就相信爱情和幸福圆满的人生啊。至于其他的，还是算了吧现实中的美满故事真的只是很少数人的故事惹。和我有什么关系,09-18,修修送我的iPhone 6s Plus,1823217727,Mika_透叶
296,相信和能不能遇到是两码事！,09-18,Lh7iPhone 7 Plus,1892260794,Lu鹿toM萌
297,回复葱花鸡蛋饼殿下你先把比例的定义理解了再喷,09-18,iPhone 6,2597026285,GJN-就是累
298,希望现在微博上谈婚姻谈生育色变的人能坚持下去,09-18,iPhone,3286416290,Gasoline-wl
299,真的真的没兴趣，美漫的家庭和爱情可比美满的工作难多了,09-18,微博 weibo.com,1809904142,泡椒丸
300,所以你是工科女生啊,09-18,HUAWEI nova手机,5165316239,lily我礼拜一值日
301,回复r阿倦远大于幸福有数据显示还是,09-18,vivo X5·K歌之王,5759942059,吃糊兔
302,好男人肯定存在，但我没什么信心能遇到,09-18,HUAWEI nova手机,6044184686,森叮
303,回复奶茶少年营业中不懂第一句什么意思,09-18,vivo X5·K歌之王,5759942059,吃糊兔
304,回复小鱼喵的可可酱什么一半一半结婚了都是共同的你这种人满脑子自私真的不配有家庭,09-18,iPhone 7,1815974034,亲爱的猪猪宝贝
305,回复荧荧酱没错，恶心的要死。如果有人说我很幸福总是会有部分人跳出来说你不幸福你幸福个屁呀,09-18,iPhone 6s Plus,2968811295,仓鼠翕动的大鼻砸
306,完全不信,09-18,iPhone 7 Plus(黑色),2320328807,卖jia口红的真理小姐_
307,回复沙耶味儿奶茶呵。不强只能叫圆满的凑合，而成为女强人可以选择各种各样的爱情,09-18,iPhone 6s,2073414201,遗落的河外星人后裔
308,回复/不知怎么说，人心善变。离婚的两同学之一，就是嫁给爱情。高中恋爱，大学毕业结婚，婚后一年生孩子。然后抓包男方劈腿。果断离婚。她没有不注意保持形象...怀孕期间还好好护肤，正常化妆呢...所以，真就不那么简单。还有关于婆媳矛盾，即便分开住，相隔十万八千里，也能隔空干涉的。,09-18,iPhone 6 Plus,3482004147,saw61
309,我相信啊 相信爱情相信肯定有和谐美满的家庭 只不过我不相信我会拥有而已,09-18,iPhone,3572950052,遇_白
310,回复李-这种图还是不要传播了。。。省的别人又说宣扬不婚主义,09-18,iPhone 6s,1983199213,你爸有毒
311,回复r-e-n-周边家庭幸福的环境未必很少 如果三言两语就把她影响了 可能没遇到想要一起组幸福美满家庭的真爱吧,09-18,iPhone 6s,1983199213,你爸有毒
312,至少现在一点不想谈恋爱 觉得自己一个人贼开心,09-18,爸爸的AAAAndroid,3808059531,陈粒粒粒粒粒粒的女朋友
313,回复w个人观点：男人，保持好身材，注意外貌，多赚钱给老婆花，多关心疼爱老婆，其实哄女人很容易。女人甚至更重要保持好身材和打扮，毕竟男人真的是外貌协会，多动动脑投男人所好，很容易就可以拴住男人了。至于家庭，真的结婚了，就应该和父母分开，毕竟是三个家庭了。当然要双方努力了，婚姻很复杂,09-18,iPhone 6s Plus,1833368503,LeeKinYip
314, 喵喵也是的，期望这样的生活,09-18,iPhone 6 Plus,5210940927,穆大喵_
315,回复古道边其实网上宣扬结婚幸福的也很多，也不比不结婚的少，只是毕竟是社会常态，大家看过就忘了，而不婚主义的观点是近年来才起来的，大家的想法越来越倾向自由生活，所以一些观点看起来更加刺眼。,09-18,iPhone 6s,1983199213,你爸有毒
316,回复唯有更努力不负曾放弃重点在于 结婚爱情和幸福家庭生活？？这逻辑怎么来的，人家母系社会没有婚姻照样有真爱和家庭生活,09-18,iPad客户端,1783534163,元气酱___
317,回复古道边宣扬不结婚占的是少数 之所以被大家那么关注 是因为“结婚为人生终极目标”的观点则是常态，所以人们往往会忽略常态。（同理新闻总是报道一些家暴虐待家庭猥亵婚内出轨等类型的新闻，所以让个别人恐婚，而其实没有发生这些不幸的家庭占大多数，只是常态无需被报道）恐婚的人未必是在宣扬，只是阐述观点,09-18,iPhone 6s,1983199213,你爸有毒
318,世界上不只有一种正确答案，恐婚比较多见是因为它是热门话题。你看不到的大多数，是世界原本的样子，而你看到的东西，是在试图改变世界的力量，所以建立认识的时候不要太偏向于某一边。虽然我也恐婚恐育和女权，可是这样广泛无差别的吓人我其实觉得是不太好的。。。,09-18,HUAWEI Mate 8,2022529041,Chie-驹驹Rollingchina
319,母系社会，既有真正的爱情，又有美满的家庭生活，可这一切和婚姻有什么关系？？,09-18,iPad客户端,1783534163,元气酱___
320,回复沙耶味儿奶茶关键是，圆满的爱情和结婚有什么关系？不结婚就不足以证明感情圆满？,09-18,iPad客户端,1783534163,元气酱___
321,有啊  只是并不是每对真心相爱的人都能一起面对生活的风风雨雨走到最后的，而且遇到真心相爱又能顺利在一起的也很难得,09-18,OPPO R9 Plus,1762161970,童小芙tooo
322,你的追求和别人的追求有互相阻碍吗？,09-18,iPhone 6s Plus,1779807813,马格丽莎
323,看见能给安全感的人就不会恐婚恐孕啊.....比如一期一振,09-18,一期情侣款Android,3176706742,吃吃吃吃吃曲奇_粟田口LOVE
324,不恐婚，只反婚，相信爱情，但这一切和结婚有什么关系。需要用结婚证捆绑的爱情才是真不信任,09-18,iPad客户端,1783534163,元气酱___
325,回复/现实生活里爱情没那么多。很多人都是觉得合适就结婚了。婚后不止是夫妻间的矛盾。还有两个家庭的矛盾...真的不简单。婚前有爱的，婚后渐渐消磨，最终也差不多一样...没出轨的，就算不错了。我同学已有两个离婚,09-18,iPhone 6 Plus,3482004147,saw61
326,我觉得这两个观点都是很好的，只是对生活的向往不同而已，没有对错之分吧。,09-18,张伟最棒iPhone 7 Plus,2899727367,斑斑有颗不老心
327,不，你要知道很多恐婚的最大影响还是来自于自己的家庭,09-18,前后2000万 OPPO R11,1980874443,嘻可心很开心
328,回复一个只看不逼逼的小可爱,09-18,iPhone SE,1872990942,众生皆苦而你却是草莓味
329,回复w你身边的都嫁的什么人希望大家都嫁给爱情,09-18,iPhone 6s Plus,1833368503,LeeKinYip
330,自己一个人事业再成功，再富有，也还是会感到孤独的吧。这句话就是很明显的以己度人，你怎么知道没有子孙承欢膝下就一定是孤独的呢。社会的进步就是有一天不以家庭的完整来评判一个人是否完整，幸福。,09-18,iPhone 7,3087348760,juri酱可萌可攻
331,别说爱情婚姻了…有时候我觉得我连朋友和社交都不需要…只是觉得太麻烦了，独处的时候最舒服,09-18,OPPO R7 Plus,3994276221,-Yaruu-
332,回复/睁一只眼闭一只眼的不算幸福。身边结婚的几乎都没有好结果...倒是单身的自由自在，越活越年轻。,09-18,iPhone 6 Plus,3482004147,saw61
333,回复ey正解,09-18,iPhone 6s Plus,6154996640,别看了我确实过得比你好
334,如果只看微博感觉人类快灭亡了，实际情况是妇儿医院产科爆满，满街都是带着两个小孩的,09-18,Weibo.intl,2034472123,人称红色的资优生
335,你这种生活态度会被女权喷死。,09-18,华为P9手机摄影再突破,2540978592,李白是道士
336,回复沙耶味儿奶茶看了孝利家民宿，我是很相信爱情，超羡慕这样的爱情。相信爱情和自己能不能遇到真正的爱情又是一回事了,09-18,iPhone 7,1660208081,一直减肥未超越
337,我相信爱情，只不过我不相信那么美好的爱情会落在我身上……,09-18,iPhone 6s,1799068822,樱花路上奔跑的狐狸
338,钱可以有，想要爱情？做梦,09-18,iPhone 6s,3176739652,WIZ-Q
339,回复奶茶少年营业中人各不同，没有对错呀，自己开心就好了，加油,09-18,Android,5787284682,一个只看不逼逼的小可爱
340,每个人所能看到的自己的人生就这一辈子。过自己想过的人生，就很酷。到了人生最后一刻，是不是无悔，是不是没有白过，就够了。。。虽然我最近又晒黑了，但是我没有白过啊。哈哈哈哈,09-18,微博 weibo.com,1824002704,林家老仨仨仨仨仨
341,回复众生皆苦而你却是草莓味同意，只要不对别人造成消极影响，谁的人生都是自己的选择,09-18,Android,5787284682,一个只看不逼逼的小可爱
342,各位兄弟姐妹们都消消平均里的火气，己所不欲勿施于人，己所欲，亦勿施于人,09-18,iPhone 6s,3257621454,未央区不败神话
343,望植  这篇可以说是我最近的心情了，想结婚想恋爱,09-18,HUAWEI nova 青春版,5121185874,Lumiere-Vork
344,回复唯有更努力不负曾放弃同意！！！,09-18,Android,5787284682,一个只看不逼逼的小可爱
345,妹子网上的话可不能随便信啊，百分之八九十的人都是说着玩的,09-18,Weibo.intl,1813212963,白白么么哒
346,我和的观念一样，但相信着相信着就老了,09-18,欧洲旅拍iPhone 7,1468537244,Apollojane-尚辛欧洲婚纱摄影
347,我觉得不要孩子比较开心又如何呢？跟你有关系吗,09-18,iPhone 6 Plus,1685452193,碳酸少女WYY
348,对，没人相信只相信钱 /,09-18,iPhone 6s Plus,2615322555,VVinoforever
349,回复ey,09-18,微博 weibo.com,5864386331,土澳吐槽君
350,我相信爱情，但是不相信婚姻爱情那么刺激那么美好，一旦迈入婚姻再谈爱情会被三姑六婆们喷死当然了你要遇到护着你的男生另说不过这种男生百年难见一次，毕竟三姑六婆都是帮他说话的，催生的，不给带孩子的，只负责说闲话的与其说恐婚不如说我害怕被结婚坑,09-18,Kicyu🌸iPhone 6s Plus,5838374375,Nennta_天天想亲you
351,回复李-毕竟现实中还是保命要紧，单身保平安嘛。%的妇女被家暴，%的已婚妇女没有性高潮，我国女性入职率是全球最高的。,09-18,小米手机5,5938243794,尽省病
352,不是不相信  是觉得太难了 那就不抱期待吧 先自己过着,09-18,💊のiPhone 6s,1841951175,宇宙钥
353,我相信，但我可能遇不到！,09-18,iPhone 6s,2856391281,誓死减到90jin
354,我原本很相信的，知道昨天和男朋友分手，才发现爱情都是假的,09-18,iPhone 7,6046101023,fskl170729
355,自己觉得怎样舒服就怎样过就可以了，你觉得结婚生宝宝好那就去，觉得一个人过也很好那也，每个人都有自己的追求和喜好，别人的生活思想都和自己无关。,09-18,,3670055103,虐酱QAQ
356,回复贝贝熊你永远都不知道环境对一个人的影响有多么大,09-18,iPhone 6s Plus,2187374135,追光者-顺顺
357,其实我才不明白呢，大学里玩的好的几个女生，最近在群里总在说没有男朋友啊什么的，什么时候才能结婚什么的。。。一个人都过不清楚呢，两个人就能过好了？真不如多赚钱多读点书来的实在。。。反正，有钱的话，结不结婚都能过的好吧,09-18,微博 weibo.com,2142347674,四冬粉就是这么任性
358,你相信就相信呗…管我们相不相信干嘛啊……,09-18,Weibo.intl,2677637432,十一点半的YUKA
359,回复阮阮不软·不清楚唉，我在武汉看的，现在还没看好 哈哈哈,09-18,iPhone 5s,1990839945,HelloStranger-
360,可你为什么就不能相信自己未来会有呢，你现在就开始恐这个恐那个，那你干嘛不找个角落孤独过一生呢,09-18,iPhone 7 Plus,3845647728,直木云
361,回复栗辞/是我本人，一毛一样,09-18,微博 weibo.com,2884184032,贝贝熊beatrice
362,回复鸵鸟饲养专家汤圆酱层主只是举栗子，又不是说绝对的，偏激的是你吧盆友,09-18,iPhone 6,5676151689,Fore_ly
363,我相信有真正的爱情和幸福美满的家庭，但是我觉得自己并不适合拥有这些，,09-18,Flyme OS,2437256527,久児3
364,回复r-e-n-我感觉要这么说，那你说的这种渴望结婚却被影响的妹纸本来就对幸福的婚姻生活不够相信，而且没有自己的主见，墙头草类型耶,09-18,微博 weibo.com,2884184032,贝贝熊beatrice
365,我相信有圆满的爱情，美满的婚姻。但如果让我相信我能遇见，怕是有点难。,09-18,可能是我的iPhone 6s,2850068391,洒家无酒
366,相信和你能拥有完全是两回事呀。 有很多很多真正的爱情和幸福美满的家庭生活。 可是有的时候事实会告诉你这些不会发生在你的身上，至少现在为止是这样的。 但是我还是相信爱情呀,09-18,你仙女💞iPhone 7 Plus,1868641485,董桑的小迷妹
367,在我等学渣看来，爱情这事儿就和清华北大一样，你知道那很美好，也知道有人考上，不过和自己没什么关系就是了,09-18,微博 weibo.com,2142347674,四冬粉就是这么任性
368,回复r-那么襄樊中医院可以治好吗 我觉得中医院医学还不错阿,09-18,iPhone 7 Plus,6341520575,阮阮不软·
369,回复葱花鸡蛋饼殿下都是娘娘的粉丝……我想说的是…………你把我看饿了宝贝儿,09-18,iPhone 7 Plus,5715662019,加了个绒绒绒绒
370,信的。只不过不信自己会遇到。前几天和已婚的朋友聊天，说还是面包重要。我问，当初你不是很想嫁给他的吗。她说那时候我瞎了。,09-18,荣耀8 美得与众不同,5488884039,fzbdzjhmyrhdnh
371,回复阮阮不软·多囊卵巢综合症,09-18,iPhone 5s,1990839945,HelloStranger-
372,回复r-不能生育？ 咋回事,09-18,iPhone 7 Plus,6341520575,阮阮不软·
373,回复eywy/ 是哒 我的想法,09-18,iPhone 7 Plus,3109898701,是时候该换个名啦
374,不是恐婚，是因为不能生育，所以哈哈哈哈哈我还挺乐观,09-18,iPhone 5s,1990839945,HelloStranger-
375,回复沙耶味儿奶茶每个人追求不一样也许一个女强人内心的是：这一切并不是我想要的，我只是过简单幸福的生活呢,09-18,华为P9手机摄影再突破,2957413553,懵二沈
376,回复栗辞/我不喜欢小孩是一方面 给不了他所需要的物质条件及母亲应有的关爱也是一方面 不能保证他会不会被我打,09-18,iPhone 7,2864182987,一臉花
377,我相信会发生在别人身上,09-18,iPhone 7,2902980975,ciaogin
378,回复龙俊亨杀人了再见结婚不结婚都是个人的事，网上有些人就爱指手画脚，不知道年纪多大就在那给别人说结婚多不好，结婚就是女奴。我以前在吐槽里就发了句我想结婚，一堆人过来说 你是女奴吧！被男人支配的站不起来了吧 我就。。。吓死了,09-18,猪猪女孩iPhone,2189314004,不要在水里游
379,真的想安抚很多女性，告诉她们难道真的不期待一个幸福的爱情和子女双全的家庭嘛，大不了冒着被别人说闲话的锅让两个孩子都跟女方姓也好啊，年纪大点的时候看着子女们都各自主掌一方不觉得超级有成就感不白过一生的感觉嘛,09-18,魅族轻巧旗舰 PRO 6,5759962054,大号熊博士
380,我不恐婚，我相信会遇到一个可以包容我的人。我也不控孕，我只是不想以后都要围着一个孩子转，一些原因我很讨厌孩子，为什么我要为了讨别人欢心委屈自己，生孩子那么疼会影响身材怀孕这不能吃那不能做，我为什么要生孩子？对我自己一点好处都没有。,09-18,魅族 MX5,2761809681,W洛琪
381,我竟被妹子的单纯和幸福感动到 别管别人怎么说 加油 你会有幸福的人生的,09-18,,1961524395,鸡汁的桶妹
382,相信和遇到是两件事，我相信有美好的爱情但是我不信自己有幸遇到，甚至不愿意付出任何去赌这一糟，与其承受百分之一的风险我也宁可承受日后百分之百的孤单，我不想让我的孩子经历我受到过所有的不好，也不想去经历我妈经历过的事情，但是我仍然相信，并且希望大家都能遇到一份美好的爱情和未来。,09-18,魅族拍照旗舰 PRO 6s,3891219270,迟小秋今天撩妹了吗
383,好比我相信真的有人会中彩票十几个亿但是我不觉得我能中啊,09-18,HUAWEI nova 2 Plus,1757041181,右之心四季
384,回复哈哈哈哈哈哈哈哈哈哈哈哈总结的很到位,09-18,iPhone 7,2864182987,一臉花
385,回复美少女战士是我呀原图找图去水印表情鸭 ,09-18,FuckiPhone,5705467825,表情鸭
386,感觉时代潮流就是一波又一波  现在独立女性想法觉得不生孩子很赞  谁强迫我我也不生 过几年突然有一个人说 觉得生孩子是最难的事生孩子才酷 又会出来一批生了孩子还自强不息的潮流  这种东西我觉得看你自己就好  别对网上的声音那么认真,09-18,iPhone 7,1586534875,kkk_gracee
387,你恐怕是没遇到过渣男 哎 相信是相信 也相信不会发生在自己身上,09-18,iPhone 6s,2358575560,infive
388,回复r阿倦可是同样的，不结婚一定会幸福吗？,09-18,iPhone 6s,5528007860,晴天_以前
389,回复我是说在座各位都是垃圾这层真相了,09-18,iPhone 6s Plus,5645151407,渝二狗
390,常山奈,09-18,柔光自拍vivo X7,5822941884,你的深海呀
391,美满的家庭有很多 不幸的家庭也有很多 两者我都承认 不谈恋爱只是不敢迈出那一步 恋爱中的那些事情 关系自己处理不好 即使谈了恋爱自己面对不了那些矛盾 所以暂时还是不要了 结婚就更别说了,09-18,iPhone 7,6202758240,不理智的理智者a
392,回复荧荧酱还有看到说结婚都是耐不住寂寞呵呵，我就是觉得我和男朋友互相爱慕，想要结婚，我不觉得自己是耐不住寂寞，只是单纯的爱着这个人而已。虽然口口声声说着什么平等，但语气中都透露着对结婚和生子的轻蔑。我不认为做了自己强迫别人结婚的事也不曾喷过不婚的人群也希望大家友善对待结婚生子人群,09-18,iPhone 6s,5528007860,晴天_以前
393,女生向往婚姻与否和周围环境有很大关系，我女朋友的姐姐同学朋友们都是一些不好的感情生活，导致我女朋友也不想结婚，吵了好多次然后就变成前女友了？？？,09-18,iPhone 6,2642797621,徐天命
394,斯人若彩虹，遇不上不代表没有，是我运气差,09-18,iPhone 6s Plus,1737794482,猫柠柠Mo
395,毕竟发个微博也不用负责任。那么多人一天到晚说：读书无用论。轮到他或者他小孩高考了，没见过几个家庭，不让小孩读书的。,09-18,微博 weibo.com,2565736464,JohnPEI_
396,因为爱情这种东西是可遇不可求的，个人观点和努力不一定成正比，所以我是相信爱情但并不完全期待婚姻……,09-18,iPhone 6s,2208435650,design_XiaoleiXu
397,回复李-主思想不对，你这种思想就对了？,09-18,iPhone 6,5605608658,东方特美
398,/ 看看？。,09-18,iPhone 6s,6097264352,应该是QQ好友
399,/ 你自己看看！！！！！！,09-18,iPhone 6s,6097264352,应该是QQ好友
400,回复栗辞/讨厌小孩，养了孩子也没耐心带他，不如不生,09-18,Weibo.intl,5141726713,一只咩咪君
401,我非常相信，我也非常相信我遇不到。,09-18,微博 weibo.com,1678238454,粉色小清新是我的代名词
402,还是很心酸，你觉得婚姻不幸就一定要用你的思想绑架别人，凡是想结婚的你都看不起，这种人注定幸福不了,09-18,iPhone 6,5605608658,东方特美
403,m太难了，真的,09-18,iPhone 7,3168404830,求我了别吃了再吃要爆炸了感叹号
404,回复唯有更努力不负曾放弃每次看到别人恐婚，都更加坚定我想嫁给我男友的心,09-18,iPhone 6s,5528007860,晴天_以前
405,不信…,09-18,iPad mini4,2395118933,一只考研狗yoyoyo
406,最近流行姐弟恋吗，我们这种二十一的怎么办。,09-18,iPhone 6,5506057663,Zz瘦花
407,回复唯有更努力不负曾放弃说的太好！没有理解所谓“恐婚恐育”的背后代表的什么呢,09-18,iPhone 6,2609043405,洛悦xy
408,回复龙俊亨杀人了再见麻烦脑残 比如楼下那个 吵架吵不过就耍赖的人 不要评论 谢谢合作,09-18,小米手机5,2181085102,龙俊亨杀人了再见
409,回复龙俊亨杀人了再见哈哈哈哈因为根本就不想理你好吗,09-18,iPhone 6s Plus,2187374135,追光者-顺顺
410,我相信爱情。而且有很多人是幸福的。但是那个能得到爱情和幸福美满的家庭的。绝对不是我。,09-18,微博 weibo.com,1630935153,彰大泪子
411,自然还是有的,09-18,貂蝉的iPhone 7 Plus,5318512797,啊Tori
412,如果是真爱，婚姻只是个无所谓的形式，主要目的在于物质保障和资源共享。我相信真爱，可真爱不一定属于我啊~,09-18,微博 weibo.com,2801690120,爱买的人类运气都不会太差
413,回复r-e-n-你误解我的想法我还不能反驳了？可笑,09-18,小米手机5,2181085102,龙俊亨杀人了再见
414,回复r-e-n-那请问你在我评论下面跳什么呢？,09-18,小米手机5,2181085102,龙俊亨杀人了再见
415,我相信，但是自己没有遇见,09-18,iPhone 7 Plus,2677650595,超级无敌美少女iy
416,相信爱情，只要我喜欢的能遇到真爱，我就满足了。我自己一个人就行，我挺开心的。你想结婚，但并不是所有人都憧憬婚姻，我想单身，并不是所有人都能承受孤独。你想要怎么样的生活就怎么去过，大家互不干涉就好。就是各有各的活法,09-18,微博 weibo.com,1736530853,攒钱中的BB
417,回复龙俊亨杀人了再见o主不过说出了自己的想法也没有影响别人啊？你跳什么呢,09-18,iPhone 6s Plus,2187374135,追光者-顺顺
418,菜市场的鱼小明,09-18,微博 weibo.com,3802677439,北方关二
419,相信阿 希望每个人都会遇到 这辈子还没过完呢么不是  难不成会预测未来以后自己注孤生吗 美好的事情还是很多的,09-18,iPhone 7,3107740987,_你是爱情
420,回复r-e-n-我一直强调结婚不结婚是自己的事 主自己过得开心就行 当然不想结婚的自己过得也是开心就行 根本没有对错 都是自己的选择 语文不及格？？,09-18,小米手机5,2181085102,龙俊亨杀人了再见
421,回复樱桃味的鱼丸粗面~,09-18,微博 weibo.com,5645549692,舔屏专用小螺号
422,相不相信和能不能遇到是两码事好吗，我相信每天都有人中双色球一等奖但不代表这个中奖的人会是我啊,09-18,微博 weibo.com,5600537989,NatsukiChako
423,回复樱桃味的鱼丸粗面表情鸭  这里求一个原图,09-18,HUAWEI Mate 9,5347583271,美少女战士是我呀
424,当然有，但很难遇到啊，如果遇到的会很祝福他们，一个人或保持独身是个人的自由，仍然是祝福的，选择不同生活的权利很正常，看每个人意愿。当然自己还是保持冷静点好，不然会被生活的铁拳打醒,09-18,红米Note 4X 多彩金属,1805018391,瓶沉清河
